,KCCAns,QueryText
794,FLOWERS DROP IN COTTON-SPRAY CALSIBOR 30 GM /15 LITERS OF WATER,FARMER ASKED ABOUT FLOWERS DROP IN COTTON ?
795,Spray Avant 10 ml/15 Lit of Water.(Indoxacarb 15.8% EC) Dupont India,ASKED ABOUT ATTACK OF SHOOT BORER IN PIEGON PEA ?
796,Spray Regent 20 ml + bavistin 30 gm  /15 liter water(Fipronil 5 SC)-.BAYER CROP SCIENCE,asked about whie fly and thrips attack ?
797,SUCKING PEST on cotton-Spray Alika 8 ml / 15 lit of water  (Thiamethoxam (12.6%) + Lambdacyhalothrin (9.5%) ZC )Syngenta,ATTACK OF SUCKING PEST on cotton?
798,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL,FUNGAL ATTACK ON COTTON ?
799,"SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER

DAP 1 BAG , UREA 25KG",ASKED ABOUT FERTILISER DOSE OF ONION ?
800,nan,asked about blight on pomegranate ?
801,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,Attack of Thrips on cotton  ?
802,Attack of wilt on cotton crop-Drenching of bavistin 30gm/15 liter water.,Asked about attack of wilt on cotton crop?
803,sowing time for gram is 15september-15 october,asked about sowing period of gram ?
804,Spray Blue copper -30 gm + microla 30 ml/15 lit water.(COPPER OXYCHLORIDE 50% WP).,WILT ATTACK TUR  ?
805,TO STOP  FLOWER DROP IN COTTON SPRAY PLANOFIX  5  ML  /15 LITER WATER (Alpha napthyl acetic acid),ASKING ABOUT FLOWER DROP IN COTTON ?
806,DRENCHING OF BLUE COPPER 30 GM + HUMIC ACID 30 ML/15 LITER WATER .,WILT ATTACK ON PIGEON PEA ?
807,Spray Triazhophos 30 ml/15 liter water,Attack of Fruit Borer cabbage ?
808,MARKET RATE OF SOYBEAN =2300-3000 RS/QTL,MARKET RATE OF SOYBEAN ?
809,Spray Triazhophos 30 ml/15 liter water,ATTACK OF LEAF EATING CATERPILLAR TUR  ?
810,Use Thimate 4 kg / acre.,asking about  white grub ?
811,BASILO MYSIS 1 LITRE / ACRE THROUGH DRIP .,ATTACK OF NEMATODE ON SANTRA ?
812,Drenching of Chloropyriphos 40 ml / 15 lit of water.,ASKED ABOUT CONTROL OF WHITE GRUB ON TUR ?
813,"FERTILIZER SPRAY ON TURMERIC -

SPRAY 19 19 19 60 GM + MICROLLA 30 ML + BAVISTINE-30GM /15 LITERS OF WATER.",ASKED ABOUT FERTILIZER SPRAY ON TURMERIC ?
814,Spray Actra 5 gm /15 Liter of Water(Thiomithoxom 25%).,ATTACK OF SUCKING PEST ON COTTON ?
815,"Crop name - Sugarcane (Continued - 15th December - 15th February), (East-15th Oct-15Novnbeer) (Odali-15th July-15th August)

Seed ratio (Key / O) One eye-5000, two eyes-10,000-12,000

Planting difference (Feet) -4 * 1, 4 * 0.5. Strapped to 2.5 * 5 or 3 * 6

Hectare production (q / ha) - 100-150

Duration of the crop (months) -Suur 14, East 16, Rotis 17-18

Improved cast-offs: to 86032 (NEERA), COm 0265, CO-VSI 80 80 (Sharad-1), start and east: 8074 (Mahalaxmi) Kosi 671 Vasant-1) Co9 4012 (Phulasvatri), KO-VSI 03102,",sugancane information ?
816,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,ASKING ABOUT SPRAY FOR FLOWERING ?
817,spraying of larvin 30gm/15 litre of water.,asking about attack of pink bollworm on cotton?
818,MARKET RATE OF SOYBEAN-2900	3100	3000 RS/QUINTAL,ASKED ABOUT MARKET RATE OF SOYBEAN  ?
819,"VARIETIES OF SAFFLOWER= BHIMA,NRS-209 ( Nira)",ASKED ABOUT VARIETIES OF SAFFLOWER?
820,SPRAY KARATE 15 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA,ATTACK OF SUCKING PEST ? ?? ???? ???? ????????
821,SPRAY KARATE 15 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA,ASKING ABOUT CONTROL FOR SUCKING PEST?
822,Market Rate of  Soybean -2900	3100	3000  rupees/qtl,Asking About Market Rate of Soybean ?
823,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,ATTACK OF GRAM POD BORER ? ???? ??? ????????
824,MARKET RATE OF BLACK GRAM = DEULGAON RAJA 3301 - 3901  RS/QUINTAL,ASKED ABOUT MARKET RATE OF BLACK GRAM  ?
825,FOR FLOWERING on red gram - Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,asking about FOR FLOWERING on red gram ?
826,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12 

VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349",ASKED ABOUT VARIETIES OF BENGAL GRAM ?
827,SPRAY PLANO FIX 4 ML(Bayer) /15 LITER WATER,ASKED ABOUT FLOWER DROP ON COTTON ?
828,SPRAY POTASSIUM NITRATE 13 00 45 60 GM /15 LITERS OF WATER,FERTILIZER SPRAY on cotton ?
829,SPRAY FOR GROWTH OF PIGEON PEA:- 19 : 19 :19 60 KG / 15 LITER WATER,FARMER ASKED ABOUT SPRAY FOR GROWTH OF PIGEON PEA?
830,Spray super confidor 04 ml /15 liter of water(Imida 17.8 sl)-Bayer,"ASKING ABOUT ATTACK OF THRIPS , APHIDS cotton?"
831,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,ASKED ABOUT ATTACK OF  BLIGHT OF COTTON ?
832,ABOUT INCREASE FLOWERS IN PEGION PEA SPRAY TATA BAHAAR-30 MILI + 12:61:00-60 GRAM / 15 LITRE OF WATER.,FARMER ASKED ABOUT INCREASE FLOWERS IN PEGION PEA?
833,Spray Ullala 8 gm/15 Lit of Water (flonicamid)-UPL,Attack of White Fly?
834,spray miracle 1.5 ml 15 litre of water pump,asked about pomegranate problem ?
835,"Krishi Vigyan Kendra



Jalgoan Jamod. Dist : BULDANA { MS }



Phone No. & TeleFax : 07266 - 221620",asked about planting material of banana
836,"?????? ???-?????? (???,???????,?????????,????????)

?????? ?????? (??./??.)???-???

???????? ???? (??.????)-??*?? ???? ??*?? ???? ??*??

?????-??-??% ????? ???? ????????

??????? ??????? (???????/??.)????-??-??,???????-??-??,???-??-??

??????? ????-?????-??,??????,???? ??,????-??,??.?? ??",ASKED ABOUT CULTIVATION OF GROUNDNUT?
837,MARKET RATE OF soyabean buldhana - 2900 RUPEES/QTL,ASKING ABOUT MARKET RATE of soyabean buldhana market ?
838,"SEED TREATMENT FOR BENGAL GRAM ?



SEEDS ARE TREATED WITH 2-2.5 GM THIRUM /1 KG OF SEEDS THEN RHIZOBIUM 25 GM+ PSB 25 GM + 100 GM JAGERY / 1 KG OF SEEDS",asked about seed treatment on bengal gram ?
839,White Fly ON COTTON-Spray Ullala 8 gm+m-45 30 gm /15 Lit of Water.UPL,Attack of White Fly ON COTTON?
840,Spray Regent 20 ml/15 liter water(Fipronil 5 SC)-.BAYER CROP SCIENCE,ASKED ABOUT ATTACK OF SUCKING PEST ON TOMATO ?
841,SPRAY- LARVIN- 30 GRAM / 15 LITER WATER,ASKED ABOUT ATTACK OF PINK BOLLWORM ON COTTON ?
842,SPRAY ACTRA 5 GM + CHLOROPYRIPHOS 30 MILI / 15 LITER OF WATER,ASKED ABOUT ATTACK OF STEM BORER ON MAIZE ?
843,BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN,ASKING ABOUT SUCKING PEST ON COTTON CROP?
844,DRAINCHING OF BLUE COPPER 40 GM + HUMIC ACID 30 ML/15 LITER WATER,wilting in cotton ?
845,"SOWING TIME OF GRAM- 15 SEP - 20 OCT , DISEMBER",ASKED ABOUT TIME OF SOWING OF GRAM ?
846,Market Rate of SOYBEAN - 3000- 3100 rupees/qtl,Asking About Market Rate of SOYBEAN ?
847,MARKET RATE OF BLACKGRAM- 3500-4250RS/QUINTAL,ASKED ABOUT MARKET RATE OF BLACKGRAM?
848,"Seeds and seed processing

For more wheat production, there should be 20 to 22 lakh hectares of trees in the field. For this, 1oo kg of seeds per hectare should be used for sowing time.

Due to low temperature for late sowing, due to low wheat foliage the seed should be kept in the ratio of 125 to 150 kg per hectare. Seed treatment should be used for seeding of 75-100 kg per hectare.

Before sowing, seeds should be processed in the quantity of Captain or Thayaram fungicide with 3 gm per kg seed. Similarly, seeds of seed processing should be done for seeds of Azotobacter and phosphorous dissolving bacterial culture of 250 grams per 10 kg seed. This will increase the product by 10 to 15 percent.",Seeds and seed processing
849,MARKET RATE OF soybean-2600-3075 RS/QUINTAL.,ASKED ABOUT MARKET RATE OF soybean?
850,ATTACK OF WHITE FLY on cotton -  Spray Pride 07 gm /15 liter of water(Acetamapride 20SP)Super crop safe limited,ASKING ABOUT ATTACK OF WHITE FLY on cotton ?
851,19 19 19 60GM+ MICROLLA 30 ML +SAF POWDWER 60GM,ASKED ABOUT FERTILIER APPLICATION FOR GINGER?
852,"MARKET RATE OF BENGAL GRAM -MINIMUM-3500,MAXIMUM-4150,AVERAGE- 3850 RS/QUINTAL",ASKED ABOUT MARKET RATE OF BENGAL GRAM ?
853,FERTILIZER SPRAY FOR GROWTH OF CARROT=SPRAY 00 52 34 60 GM + MICROLLA 30 ML /15 LITERS OF WATER,ASKED ABOUT FERTILIZER SPRAY FOR GROWTH OF CARROT ?
854,FERTILIZER DOSE FOR BENGAL GRAM - APPLY 20:20:00:13 - 75 KILO + MICRONUTRIENTS - 10 KILO / ACRE.,ASKED ABOUT FERTILIZER DOSE FOR BENGAL GRAM ?
855,SEEDS ARE TREATED WITH 2-2.5 GM THIRUM /1 KG OF SEEDS THEN RHIZOBIUM 25 GM+ PSB 25 GM + 100 GM JAGERY / 1 KG OF SEEDS,ASKING ABOUT SEED TREATMENT OF BENGAL-GRAM?
856,"VARIETIES OF FENUGREEK ?

METHI -1 RAJSTHAN METHI- 1 NO-47 PRABHA PUSA EARLY BUNCHING KASURI",ASKED ABOUT FENUGREEK VARITIES ?
857,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,FRUIT DROP ON CHILLI ?
858,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL,asking about blight on termeric?
859,Spray boom flower 20 ml (nitrobenzene 20%)/15 lit of water-DEVICROP AGRO SCI.COMP.,Flowering ?
860,"Spray Actra 5 gm(Thiomithoxom 25%)-Syngenta

+ Bavistine 30gm/15lit of Water. (Carbendazim 50% WP ) BASF",ATTACK OF SUCKING PEST ON COTTON?
861,CATERPILLER EGGS IN TUR - Spray Quinolphos 30 ml / 15 liter water,ASKED ABOUT CATERPILLER EGGS IN TUR ?
862,"Time of planting of grams of grams

Sowing should be done in the soil with enough moisture in the soil, ie September to September or till 1o. After the sowing of grapes, the late monsoon fall in the beginning of September or early October is good for the germination and growth of the germ. Seed should be sown in deep (10 cm) area in the cumin area. Due to the convenience of irrigating the area, water should be sown from October 20 to November 10. Also, if the sowing is done on less room (5 cm) of graphene in the horticultural area. If the sowing is delayed, the low temperature is very low and germination is delayed and reduced. Crop reduces crop growth, loss of flowers and losses. For this, it is necessary to make sure that sowing is done on time and for the cultivation of gardens. The difference between the two line spacing is 3o cm. And the difference between two plants is 10 cm Sowing should be done in such a manner, so that the number of seedlings per acre is obtained.",HARABHARA LAGAWAD?
863,"MARKET RATE OF SOYABEAN -2600,2950,2850 RS/QUINTAL",ASKED ABOUT MARKET RATE OF SOYABEAN ?
864,SPRAY  Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,ASKED ABOUT FLOWERING GROWTH IN PIGEON PEA?
865,25-50 %SUBSIDY ON AGRICULTURAL EQUIPMENT MORE DETAIL PLEASE VISIT YOUR TAHASIL AGRICULTURE OFFICER.,ASKING ABOUT SUBSIDY ON AGRICULTURAL EQUIPMENTS ?
866,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12",ASKING ABOUT VARIETIES OF BENGAL GRAM ?
867,Spray Chloropyriphos 30 ml/15 Lit of Water.,asking about caterpillar attack on tur?
868,SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER,FERTILIZER SPRAY FOR GROWTH IN PIGEON PEA?
869,MINIMUM SUPPORT PRICE OF GRAM-6975,ASKED ABOUT MINIMUM SUPPORT PRICE OF GREEN GRAM?
870,M 45 30 gm /15 liter water.(Mancozeb) INDOFIL,asking about fungal attack on tomato?
871,Spray Ullala 8 gm/15 Lit of Water.UPL,asked about white fly on tomato ?
872,Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL,Attack of Thrips on cotton ?
873,WILT ATTACK ON COTTON-DRENCHING RIDOMIL GOLD 700 GM / 400 LITER OF WATER,ATTACK OF WILT ON COTTON?
874,SPRAY NIMBOLI ARK IN 15LIT OF WATER.,ASKED ABOUT LEAF MINER ON TOMATO ?
875,Fertilizer spray of pigeon pea-Spray of 12:61:00 60gm + microlla 30ml/15 liter water.,Asked about Fertilizer spray of pigeon pea?
876,"varieties of bengal gramn: vijay , bharti .",asking varieties of bengal gram ?
877,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL,ASKING ABOUT CONTROLL OF RUST ATTACK ?
878,"In BULDHANA  market -

TODAY Market Rate of Cotton -Minimum- 4800 rupees/qtl and maximum -5600 rupees/qtl",Asking About Market Rate of Cotton in BULDHANA market?
879,MARKET RATE OF COTTON = RALEGAON  5211 - 5211 RS/QUINTAL...,ASKED ABOUT MARKET RATE OF COTTON  ?
880,fungal attack on turmeric-drenching saff 30 gm / 15 liter of water,fungal attack on turmeric?
881,increase the strenght of cotton for scarcity condition in cotton = spray = 13 00 45 100gm  + zinc sulphate 50gm / 15 litre water.,farmer asked about how  increase the strenght of cotton for scarcity condition in cotton ?
882,AVERAGE MARKET RATE OF Cotton - 5100 RS/QTL,FARMER ASKED ABOUT MARKET RATE OF Cotton ?
883,FERTILIZER DOSE FOR BENGAL GRAM:- 10 : 26 : 26 50 KG / ACRE,ASK ABOUT FERTILIZER DOSE FOR BENGAL GRAM?
884,MINIMUM SUPPORT PRICE OF SOYBEAN  2018-19 SEASON = 3399  RS/QUINTAL,ASKED ABOUT MINIMUM SUPPORT PRICE OF SOYBEAN 2018-19 SEASON   ?
885,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,ASKING ABOUT SPRAY FOR CONTROLLING FRUIT DROP on cotton ?
886,Spray Proclaim 5 gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,ASKING ABOUT ATTACK OF LEAF EATING CATERPILLAR ?
887,It is important that we focus on weeding and weeding in the intermachine of potato. Weeding should be done in three to four times.,asked about weed control in potato
888,ATTACK SUCKING PEST  ON COTTON : SPRAY BIO 303 - 15 ML / 15 LITERS OF WATER DAMAN,ASKED ABOUT ATTACK SUCKING PEST  ON COTTON?
889,spray humic acid 30 ml /15 litre of water.,asked about growth spray on chick pea?
890,"Varieties of Beet root-Day tride red,creamson glob,arli wondar?",Asked about Varieties of Beet root?
891,Market Rate Green Gram - Min-3500  Max- 5000  Average-4700 rupees/qt.,Asking About Market Rate Green Gram?
892,"nutrient for turmeric - application of 10 26 26 , 1 bag / ekar",asked about nutrient for turmeric  ?
893,MARKET RATE OF COTTON =5725-5861 RS/QTL,MARKET RATE OF COTTON ?
894,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12",asking about VARIETIES OF BENGAL GRAM ?
895,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,ATTACK OF LEAF EATING CATERPILLAR ON PIGEON PEA?
896,VARIETIES OF TUR = I.C.P.L. 87,ASKING ABOUT VARIETIES OF TUR  ?
897,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,ATTACK OF LEAF EATING CATERPILLAR PIGEON PEA ?
898,MARKET RATE OF TURMERIC =6300-7300  RS/QTL,MARKET RATE OF TURMERIC ?
899,"Varieties of carrot-pusa kesar,nantis,pusa medhali.",Asked about Varieties of carrot?
900,FRUIT DROP on cucumber - SPRAY CALSIBOR 30 GM /15 LITERS OF WATER,asking about FRUIT DROP on cucumber  ?
901,jalna Market Rate of cotton-8000 - 8100    rupees/qtl,Asking About Market Rate cotton?
902,JALANA MARKET RATE OF 2850-3175 RS  /QTL,FARMER ASKED ABOUT MARKET RATE OF SOYABEAN   ?
903,CONTACT NO OF MUSHRROM PROJECT  +91-21 12 28 31 29,ASKED ABOUT CONTACT NO OF MUSHROOM PROJECT ?
904,Spray Boom flower 20 ml/15 liter  of Water,FARMER ASKED ABOUT FLOWERING IN PIGEON PEA ?
905,"MARKET RATE OF  RED CHILLI- 6000, 7000,	6750 RS/QTL",FARMER ASKED ABOUT MARKET RATE OF RED CHILLI?
906,Spray Ullala 8 gm/15 Lit of Water (flonicamid)-UPL,ASKED ABOUT ATTACK OF WHITE FLIES ON CHILLIE ?
907,ATTACK CATERPILLAR ON CUCUMBER: Spray Chloropyriphos 30 ml/15 Lit of Water.,ASKED ABOUT ATTACK CATERPILLAR ON CUCUMBER?
908,Maize Market Rate -1700 rupees/qt.,Asking About Market Rate Maize ?
909,DRENCHING OFF 	Redomil Gold 400 gm+humic Acid 300 ml(Mephonaxon+mancozeb)syngnt THROUGH DRIP,ATTACK OF WILT ON PIGEON PEA ?
910,FERTILIZER DOSE FOR TURMERIC =SPRAY 19:19:19 60 GM + MICROLLA 30 ML/15 LITER WATER,FERTILIZER DOSE FOR TURMERIC ?
911,"In KHAMGAON market -

TODAY Market Rate of soybean -Minimum- rupees/qtl and maximum -rupees/qtl",Asking About Market Rate of soybean in KHAMGAON market?
912,WILT ATTACK in turmeric - SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,WILT ATTACK in turmeric  ?
913,SPRAY POTASSIUM NITRATE 13 00 45 60 GM /15 LITERS OF WATER,FERTILIZER SPRAY ON CARROT ?
914,"water management for tur - before flowering , sprinkler irrigation is suitable",asked about water management for tur ?
915,"SPRAY NEEM ARK 1 MILI 10,000 PPM",FOR CATERPILLAR ATTACK IN TUR ?
916,MARKET RATE OF SOYABEAN  = 2800-3260 RS/QTL,ASKED ABOUT MARKET RATE OF  SOYABEAN ?
917,SPRAY 19 19 19 60 GM + MICROLLA 30 ML +HUMIC ACID 30 GRAM /200 LITERS OF WATER,FERTLIZER SPRAY FOR GROWTH?
918,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,asked about spray for flowering on redgram?
919,Spray Chloropyriphos 30 ml/15 Lit of Water.,ASKING ABOUT ATTACK OF LEAF EATING CATTORPILOR ON PIGEON PEA?
920,Spray Chloropyriphos 30 ml/15 Lit of Water.,asked about caterpillar attack on neem ?
921,FOR CONTROL OF ATTACK OF LEAF EATING CATERPILLAR ON TUR :- Spray Chloropyriphos 30 ml/15 Lit of Water.,FARMER ASKED ABOUT CONTROL OF  ATTACK OF LEAF EATING CATERPILLAR ON TUR   ?
922,MARKET RATE OF COTTON = MAHUR	5400 - 5600 RS/QTL..,ASKED ABOUT MARKET RATE OF COTTON   ?
923,MARKET RATE OF cotton -5500 RS/QUINTAL,ASKED ABOUT MARKET RATE OF cotton  ?
924,MARKET RATE OF COTTON = MAHUR	5400 - 5600 RS/QUINTAL....,ASKED ABOUT MARKET RATE OF  COTTON ?
925,MARKET RATE OF cotton -  5500  RS/QUINTAL,ASKING ABOUT MARKET  RATE OF cotton ?
926,Drenching of Chloropyriphos 40 ml / 15 lit of water.,ASKED ABOUT ATTACK OF BORER ON ONION ?
927,Spray Neem ark 30 ml/15 liter water.,ASKING ABOUT ATTACK OF GRAM POD BORER ON TUR ?
928,MARKET RATE OF COTTON-5450-5650 RS/QUINTAL,ASKED ABOUT MARKET RATE OF COTTON?
929,MARKET RATE OF SOYBEAN-2930-3090 RS/QUINTAL.,ASKED ABOUT MARKET RATE OF SOYBEAN?
930,Spray Proclaim 5 gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,ATTACK OF LEAF EATING CATERPILLAR
931,"MARKET RATE OF cotton sonpeth- 5800	5900	 average 5870

RS/QUINTAL",ASKED ABOUT MARKET RATE OF cotton ?
932,SPRAY 12 61 00 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,FERTILIZER SPRAY ON tur ?
933,MARKET RATE OF TUR -3500-3875	3687 RS/QUINTAL,ASKED ABOUT MARKET RATE OF TUR ?
934,spray vertilicilium lacani 5 gm / 1 liter of water.,asked about attack of sucking pest
935,sowing time of gram from October 20 to November 10.,asked about sowing time
936,"SPRAY 2,4-D 30 GM / 15 LITERS OF WATER 30-35 DAYS AFTER SOWING",ASKED ABOUT WEED MANAGEMENT IN WHEAT?
937,LEAF EATING CATERPILLAR ON PEGION PEA Spray Proclaim 5 gm/15lit of Water. (Emamectin Benzoate 5% SG),ATTACK OF LEAF EATING CATERPILLAR ON PEGION PEA ?
938,ATTACK OF CATTERPILLAR ON tur  - Spray Proclaim 07 gm/15 liter of Water(Emamectin Benzoate)Syngenta,ASKING ABOUT ATTACK OF CATTERPILLAR ON tur  ?
939,MARKET RATE OF SOYABEAN-2500 3100  RS/QTL,FARMER ASKED ABOUT MARKET RATE OF SOYABEAN?
940,Spray Plano fix 5ml/15 Lit of Water.(NAA),asked about flower drop in cotton ?
941,Attack of White Fly OF CUCUMBER -Spray Ullala 8 gm/15 Lit of Water.UPL,FARMER ASKED ABOUT Attack of White Fly OF CUCUMBER ?
942,-By Drip 00:52:34( Monopotassium Phosphate )3 kg +microlla  300ml+BAVISTIN 300 GRAM /ACRE,ASKING ABOUT FERTILIZER DOSE FOR TURMERIC?
943,"varieties of wheat- phule samadhan, godavari, tapovan, tryambak ,ajit 104, sona ,sonalika , lokvan , mayko pratham (70-70)",asked about verities of wheat
944,Chloropyriphos 30ml + Humic Acid 30ml/15 Liter of Water Drenching.,ASKING ABOUT ATTACK OF CATTERPILLAR ON brinjal?
945,Market Rate of cotton  5500-5700  rupees/qtl,Asking About Market Rate OF cotton  ?
946,cotton MarkeRate of cotton - HINGANGHAT	MEDIUM STAPLE	QUINTAL	3200	5750	5940  rupees/qtl,Asking About Market Rate Cotton?
947,MARKET RATE OF turmeric - 9000-14000 RS/QUINTAL,ASKED ABOUT MARKET RATE OF turmeric ?
948,MARKET RATE OF TERMERIC- 13000  RS/QTL.,FARMER ASKED ABOUT MARKET RATE OF TERMERIC?
949,SPRAY 00 52 34 60 GM /15 Lit of Water.,FERTILIZER DOSE FOR TUR ?
950,Spray Boom flower 20 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,ASKING ABOUT SPRAY FOR FLOWERING of pigeon pea ?
951,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,"Attack of Aphids,Thrips and Jassids ?"
952,NASHIK GARLIC MARKET RATE OF 750-4000 RS/QTL,FARMER ASKED ABOUT MARKET RATE OF GARLIC ?
953,"MARKET RATE OF  SOYBEAN - 2700,	3100,	3000 RS/QTL",FARMER ASKED ABOUT MARKET RATE OF SOYBEAN  ?
954,"Spray imidacloprid 17.8 sl (admire, confidor 200 sc, 250 ml per hectare) 5-7 ml at 15 liter of water.",Farmer needs information regarding how to control white fly in mentha  crop?
955,choloropyriphos,how to control insect in paddy ?
956,Recommended  for to control fruit & shoot borer in brinjal crop spray novaluron@10mlper pump,Farmer  wants  to know information about how to control fruit & shoot borer in brinjal crop?
957,Spray recommended dose of dichlorovos 76% EC 25-30 Ml/pump.,Farmer needs information regarding control measures of caterpillar in mint crop?
958,recommended for to control caterpillar in Mint spray to Emamectin benzoate 5 % 7-8 gram/pump,farmer want to know information about how to control caterpillar in Mint crop ?
959,Spray recommended dose of profenofos 40% + cypermethrin 4% ec 1000 ml/hac.,Farmer needs information regarding control measures of caterpillars in piperment  crop?
960,Novaluron 10 % EC @7.5 ml/10 litre of water to control fruit borer in brinjal.,Farmer needs information regarding control measures of shoot  borer in brinjal?
961,"Use recommended dose of chloropyriphos 20ec 1 liter, mixed in 8-10 kg of sand and broad cast in 1 acre of field.",farmer wants to know how to control termites in field ?
962,Recommended for to control sucking pest  Spray any one of the following insecticides in the initial stage of infestation imedachlorprid 5-7 ml at 15 liter of water.,Farmer want to know information about how to control sucking pest in chilli crop?
963,Sowing time of  bengal gram  is 15 october to 15 november,farmer want to know information about sowing time of bengal gram  ?
964,recommended for   seed treatment of wheat treat the seed with vitavex 3gm/kg of seed,"farmer want to know information about seed

 treatment of wheat?"
965,"Recommended for Varieties of mustard JM-1 ,Swarn jyoti, basundhra,RGL-73,Pusa bold are the popular varieties under cultivation.",Farmer want to know information about Varieties of mustard?
