QueryText,KCCAns
Attack of White Grub on ginger?,drenching thought drip of lisenta 250 gram +250 mili desis -100 / mix with 200 liter of water .
Attack of White Grub on ginger?,drenching thought drip of lisenta 250 gram +250 mili desis -100 / mix with 200 liter of water .
RUST ATTACK on turmeric ?,SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA
RUST ATTACK on turmeric ?,SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA
FARMER ASKED ABOUT FERTILIZER DOSE FOR green gram?,APPLICATION OF 10 26 26 1.5 BAGS + UREA 10 kg / ACRE
FARMER ASKED ABOUT FERTILIZER DOSE FOR green gram?,APPLICATION OF 10 26 26 1.5 BAGS + UREA 10 kg / ACRE
ASKED ABOUT GROWTH IN GINGER ?,MICROLLA  30 ML /15 LITERS OF WATER
ASKED ABOUT GROWTH IN GINGER ?,MICROLLA  30 ML /15 LITERS OF WATER
FUNGAL ATTACK ON Ginger ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
FUNGAL ATTACK ON Ginger ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
FERTILIZER SPRAY FOR GROWTH ?,SPRAY 19 19 19 60 GM + MICROLLA 30 ML + HUMIC ACID 30 ML /15 LITERS OF WATER
FERTILIZER SPRAY FOR GROWTH ?,SPRAY 19 19 19 60 GM + MICROLLA 30 ML + HUMIC ACID 30 ML /15 LITERS OF WATER
Minimum Support Price for cotton,Minimum Support Price for cotton 5150 - 5450 /  rs. Qt.
Minimum Support Price for cotton,Minimum Support Price for cotton 5150 - 5450 /  rs. Qt.
ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT ?,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 3268
ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT ?,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 3268
Attack of White Grub ?,Use Thimate 4 kg / acre.
Attack of White Grub ?,Use Thimate 4 kg / acre.
ATTACK OF GRAM POD BORER ?,Spray Quinolphos 30 ml / 15 liter water
ATTACK OF GRAM POD BORER ?,Spray Quinolphos 30 ml / 15 liter water
FERTILISER DOSE?,19 19 19 60 GM  + MICROLLA 30 ML /15 LITER WATER.
FERTILISER DOSE?,19 19 19 60 GM  + MICROLLA 30 ML /15 LITER WATER.
VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
FARMER ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION -1000-1600 RS/QTL
FARMER ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION -1000-1600 RS/QTL
fertilizer dose for mosambi ?,fertilizer dose for mosambi= spray 00:52:34 60 gm / 15 liter water
fertilizer dose for mosambi ?,fertilizer dose for mosambi= spray 00:52:34 60 gm / 15 liter water
FARMER ASKED ABOUT MARKET RATE OF MOSAMBI ?,"MARKET RATE OF MOSAMBI- 3300,	4000,	4000 RS/QTL"
FARMER ASKED ABOUT MARKET RATE OF MOSAMBI ?,"MARKET RATE OF MOSAMBI- 3300,	4000,	4000 RS/QTL"
attack of blight on ginger?,control measure of blight-	Spray Bavistine 30gm/15lit of Water.
attack of blight on ginger?,control measure of blight-	Spray Bavistine 30gm/15lit of Water.
call from other state  ,
Asking,Recommended
attack of caterpillar on drumstick?,Spray Avant 10 ml/15 Lit of Water.(Indoxacarb 15.8% EC) Dupont India
attack of caterpillar on drumstick?,Spray Avant 10 ml/15 Lit of Water.(Indoxacarb 15.8% EC) Dupont India
FERTILIZER SPRAY FOR GROWTH ONION ?,SPRAY FOR GROWTH ONION  19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER
FERTILIZER SPRAY FOR GROWTH ONION ?,SPRAY FOR GROWTH ONION  19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER
Asking,Recommended
ASKEDABOUT FERTILIZER DOSE FOR ONION ?,SPRAY  13 00 45 60 GM /15 LITERS OF WATER
ASKEDABOUT FERTILIZER DOSE FOR ONION ?,SPRAY  13 00 45 60 GM /15 LITERS OF WATER
incomplete,
FERTILIZER SPRAY on ginger ?,SPRAY 00 52 34 60 GM /15 Lit of Water.
FERTILIZER SPRAY on ginger ?,SPRAY 00 52 34 60 GM /15 Lit of Water.
ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION = NANDGAON	900 - 2100 RS/QUINTAL
ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION = NANDGAON	900 - 2100 RS/QUINTAL
FARMER ASKED ABOUT MARKET RATE OF onion ?,pune MARKET RATE OF onion- 1400-1800 RS/QTL
FARMER ASKED ABOUT MARKET RATE OF onion ?,pune MARKET RATE OF onion- 1400-1800 RS/QTL
Asked about Varieties of wheat?,"Varieties of wheat-Trambak,vimal,godavari."
Asked about Varieties of wheat?,"Varieties of wheat-Trambak,vimal,godavari."
asked about attack of  powdari mildew ginger ?,attack of  powdari mildew ginger - spray contaf 1 ml / liter water
asked about attack of  powdari mildew ginger ?,attack of  powdari mildew ginger - spray contaf 1 ml / liter water
Asking about no speek,irreverent query
YELLOWING,SPRAY MICROLLA 30 ml/15 LITER WATER
YELLOWING,SPRAY MICROLLA 30 ml/15 LITER WATER
Attack of White Fly ?,Spray Ullala 8 gm+m 45 30 gm/15 Lit of Water. (Flonicamid 50% WG) UPL
Attack of White Fly ?,Spray Ullala 8 gm+m 45 30 gm/15 Lit of Water. (Flonicamid 50% WG) UPL
Attack   Red Mites ?,Spray Oberon 15ml/15 Liter of Water (benzisothiazolin)Bayer
Attack   Red Mites ?,Spray Oberon 15ml/15 Liter of Water (benzisothiazolin)Bayer
farmer disconnected ,farmer disconnected 
ASKED ABOUT FERTILIZER DOSE FOR GINGER ?,FERTILIZER DOSE FOR GINGER : 19 19 19 3 KILO + MICROLAA 400 MILEE PER ACRE .
ASKED ABOUT FERTILIZER DOSE FOR GINGER ?,FERTILIZER DOSE FOR GINGER : 19 19 19 3 KILO + MICROLAA 400 MILEE PER ACRE .
Attack of Thrips on onion ?,Attack of Thrips on onion  - spray rijent 20 ml / 15 liter water
Attack of Thrips on onion ?,Attack of Thrips on onion  - spray rijent 20 ml / 15 liter water
ASKED ABOUT VARIETIES OF POTATO ?,VARIETIES OF POTATO -KUFRI CHANDRAMUKHI KUFRI SINDHURI KUFRI JYOTI KUFRI JAWAHAR (JH 222) PUKHRAJ
ASKED ABOUT VARIETIES OF POTATO ?,VARIETIES OF POTATO -KUFRI CHANDRAMUKHI KUFRI SINDHURI KUFRI JYOTI KUFRI JAWAHAR (JH 222) PUKHRAJ
ASKED ABOUT BLIGHT ATTACK ON GINGER ?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL
ASKED ABOUT BLIGHT ATTACK ON GINGER ?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL
FARMER ASKED ABOUT FRUIT DROP IN ORANGE ?,SPARY 1.5 GM GA+ 50 ML  ALCOHOL + 500 GRAM UREA + BAVISTIN 500 GM /100 LITRES WATER
FARMER ASKED ABOUT FRUIT DROP IN ORANGE ?,SPARY 1.5 GM GA+ 50 ML  ALCOHOL + 500 GRAM UREA + BAVISTIN 500 GM /100 LITRES WATER
MARKET RATE OF ONION ?,MARKET RATE OF ONION = 1000-2100 RS/QTL
MARKET RATE OF ONION ?,MARKET RATE OF ONION = 1000-2100 RS/QTL
CALL LANDED FROM OTHER STATE,CALL LANDED FROM OTHER STATE
ASKED ABOUT MARKET RATE OF MAIZE  ?,MARKET RATE OF MAIZE = JAFRABAD	1100 - 1300  RS/QTL....
ASKED ABOUT MARKET RATE OF MAIZE  ?,MARKET RATE OF MAIZE = JAFRABAD	1100 - 1300  RS/QTL....
Attack of Fruit Borer on brinjal ?,Fruit Borer on brinjal = Spray fame  5ml + Actra 5 gm / 15 Lit of Water. (Flubendiamide 480 SC ) - Byer Crop Science
Attack of Fruit Borer on brinjal ?,Fruit Borer on brinjal = Spray fame  5ml + Actra 5 gm / 15 Lit of Water. (Flubendiamide 480 SC ) - Byer Crop Science
Use of antitransparant ? ????????? ????,Kaolin Spray 800 ML/1000 lit Water Spray.
Use of antitransparant ? ????????? ????,Kaolin Spray 800 ML/1000 lit Water Spray.
ASKED ABOUT GROWTH SPRAY?,GROWTH SPRAY=SPRAY MIKROLA 30 MILI + 0.52.34 60 GRAM / 15 Liter WATER.
ASKED ABOUT GROWTH SPRAY?,GROWTH SPRAY=SPRAY MIKROLA 30 MILI + 0.52.34 60 GRAM / 15 Liter WATER.
FARMER ASKED ABOUT MARKET RATE OF ONION?,MARKET RATE OF ONION  1650 RS/QTL
FARMER ASKED ABOUT MARKET RATE OF ONION?,MARKET RATE OF ONION  1650 RS/QTL
VARIETIES OF MINT  ?,"VARIETIES OF MINT  = Shivalik , Kushal ,Himalaya, Kiran ..."
VARIETIES OF MINT  ?,"VARIETIES OF MINT  = Shivalik , Kushal ,Himalaya, Kiran ..."
ASKED ABOUT FERTILIZER DOSE OF ONION?,FERTILIZER DOSE OF ONION: 00:52:34 3 KG/ ACRE.
ASKED ABOUT FERTILIZER DOSE OF ONION?,FERTILIZER DOSE OF ONION: 00:52:34 3 KG/ ACRE.
ATTACK OF SHOOT BORER ON BRINJAL ?,SPARY :  solomon 7-8 mili / 15 litre of water
ATTACK OF SHOOT BORER ON BRINJAL ?,SPARY :  solomon 7-8 mili / 15 litre of water
ASKED ABOUT ATTACK BLIGHT ON GINGER?,ATTACK BLIGHT ON GINGER: SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA
ASKED ABOUT ATTACK BLIGHT ON GINGER?,ATTACK BLIGHT ON GINGER: SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA
Attack of Aphids On Chilli?,Spray Actra 5 gm/15 Liter of Water (Thiomithoxom 25%)-Syngenta
Attack of Aphids On Chilli?,Spray Actra 5 gm/15 Liter of Water (Thiomithoxom 25%)-Syngenta
ATTACK OF SUCKING PEST on ginger ?,ATTACK OF SUCKING PEST on ginger- Spray Confidor 05  ml /Super Confidor 05 ml /15 litar water (Imidacloprid 17.8 %)
ATTACK OF SUCKING PEST on ginger ?,ATTACK OF SUCKING PEST on ginger- Spray Confidor 05  ml /Super Confidor 05 ml /15 litar water (Imidacloprid 17.8 %)
FARMER ASKED ABOUT BLIGHT ATTACK ON GINGER ?,For control of blight attack on ginger;- Spray m-45 30 gm /15 liter water.(Mancozeb)
FARMER ASKED ABOUT BLIGHT ATTACK ON GINGER ?,For control of blight attack on ginger;- Spray m-45 30 gm /15 liter water.(Mancozeb)
ASKING ABOUT FERTILIZER DOSE FOR WHEAT ?,APPLICATION OF UREA 2 BAGS(IN 3 SPLIT DOSES 30 DAYS AND 60 DAYS)+ SSP- 125 KG + MOP -35 KG /ACRE
ASKING ABOUT FERTILIZER DOSE FOR WHEAT ?,APPLICATION OF UREA 2 BAGS(IN 3 SPLIT DOSES 30 DAYS AND 60 DAYS)+ SSP- 125 KG + MOP -35 KG /ACRE
VARIETIES OF ONION ?,VARIETIES OF ONION -  NO -53 POONA FURSUNGI BASWANT-780 NO-2-4-1 PHULE SUVARNA AGRIFOUND DARK RED
VARIETIES OF ONION ?,VARIETIES OF ONION -  NO -53 POONA FURSUNGI BASWANT-780 NO-2-4-1 PHULE SUVARNA AGRIFOUND DARK RED
ASKED ABOUT ATTACK OF WHITE FLIES ON COTTON ?,ATTACK OF WHITE FLIES ON COTTON : Spray Ullala 8 gm/15 Lit of Water.UPL
ASKED ABOUT ATTACK OF WHITE FLIES ON COTTON ?,ATTACK OF WHITE FLIES ON COTTON : Spray Ullala 8 gm/15 Lit of Water.UPL
ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT?,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 0418
ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT?,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 0418
ASKED ABOUT MARKET RATE OF ONION  ?,MARKET RATE OF ONION- 1420-1645 RS/QUINTAL
ASKED ABOUT MARKET RATE OF ONION  ?,MARKET RATE OF ONION- 1420-1645 RS/QUINTAL
ATTACK OF SUCKING PEST ?,BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN
ATTACK OF SUCKING PEST ?,BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN
ASKING ABOUT CONTROLL OF BLIGHT ATTACK ?,Spray Antracol 30 gm/15 Liter of Water (Propineb) BAYER CROP SCIENCE
ASKING ABOUT CONTROLL OF BLIGHT ATTACK ?,Spray Antracol 30 gm/15 Liter of Water (Propineb) BAYER CROP SCIENCE
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
Asked about Market rate of onion?,Market rate of onion-300-1880/qtl.
Asked about Market rate of onion?,Market rate of onion-300-1880/qtl.
ASKING ABOUT ATTACK OF NEMATODES ?,Give Paecilomyces lilacinus 1 liter / acre by drip ....
ASKING ABOUT ATTACK OF NEMATODES ?,Give Paecilomyces lilacinus 1 liter / acre by drip ....
ASKED ABOUT MARKET RATE OF ONION,LASALGAON	UNHALI	QUINTAL	LOWER 500	HIGHER 1924	MODAL 1501
ASKED ABOUT MARKET RATE OF ONION,LASALGAON	UNHALI	QUINTAL	LOWER 500	HIGHER 1924	MODAL 1501
ATTACK OF GRAM POD BORER ON PIGEON PEA ?,Spray Quinolphos 30 ml / 15 liter water
ATTACK OF GRAM POD BORER ON PIGEON PEA ?,Spray Quinolphos 30 ml / 15 liter water
asked about attack of wilt,drench  Blue copper -30 gm/15 lit water.(COPPER OXYCHLORIDE 50% WP)   SYNGENTA
asked about attack of wilt,drench  Blue copper -30 gm/15 lit water.(COPPER OXYCHLORIDE 50% WP)   SYNGENTA
FERTILIZER DOSE FOR ONION ?,FERTILIZER DOSE FOR ONION = APPLICATION OF 18:46:00 1 BAG /ACRE
FERTILIZER DOSE FOR ONION ?,FERTILIZER DOSE FOR ONION = APPLICATION OF 18:46:00 1 BAG /ACRE
FUNGAL ATTACK ?,Spray of Bavistine 30gm/15lit of Water.
FUNGAL ATTACK ?,Spray of Bavistine 30gm/15lit of Water.
Leaf falling?,Use ethrel 2 ml/liter
Leaf falling?,Use ethrel 2 ml/liter
ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION-1200 RS/QUINTAL
ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION-1200 RS/QUINTAL
FARMER ASKED ABOUT CONTROL OF SUCKING PEST ON ONION ?,CONTROL OF SUCKING PEST ON ONION :- Spray Confidor 10 ml /15 litar water (Imidacloprid 17.8 %)
FARMER ASKED ABOUT CONTROL OF SUCKING PEST ON ONION ?,CONTROL OF SUCKING PEST ON ONION :- Spray Confidor 10 ml /15 litar water (Imidacloprid 17.8 %)
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON ONION ?,ATTACK OF SUCKING PEST ON ONION - Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON ONION ?,ATTACK OF SUCKING PEST ON ONION - Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL
ASKING ABOUT ATTACK OF WHITE GRUB IN CABBAGE ?,Ferterra 4 kg/acre(Chlorantraniliprole 0.4% GR)-Dupont
ASKING ABOUT ATTACK OF WHITE GRUB IN CABBAGE ?,Ferterra 4 kg/acre(Chlorantraniliprole 0.4% GR)-Dupont
Attack of White Fly ON OKRA  ?,Spray Ullala 8 gm/15 Lit of Water.UPL  Flonicamid 5
Attack of White Fly ON OKRA  ?,Spray Ullala 8 gm/15 Lit of Water.UPL  Flonicamid 5
Attack of Fruit Borer ?,Spray Takumi 8  GM /15 liter water (Flubendamide 20%WGD)-Tata Rallis India
Attack of Fruit Borer ?,Spray Takumi 8  GM /15 liter water (Flubendamide 20%WGD)-Tata Rallis India
ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT?,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 0418 /1800 233 3268
ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT?,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 0418 /1800 233 3268
FERTILIZER SPRAY ON ONION ?,SPRAY 00 52 34 60 GM /15 Lit of Water.
FERTILIZER SPRAY ON ONION ?,SPRAY 00 52 34 60 GM /15 Lit of Water.
TOMATO CULTIVATION,"Crop name - Tomatoes (Kharif-June - July and Rabbi-Sept-Oct-Mar and Summer-Dec-Jan)

Seed ratio (kg / ha) - 400 gm and 125 gm (hybrid) (seedlings - 30-45 days)

Spacing of difference (cm) - 75 * 90, 30 * 40 and 90 * 30

Duration of the crop (days) 160-180

Hectare yield (quintals) 250-400 (30-40 tonnes), hybrid-500-700 (55-60 tonnes)

Tomato-Jati-Pusa Ruby, Pusa Gaurav, Pusa Shital, Arka Gaurav, Roma, Rupali, Vaishali, Bhagyashree, JKT-811 JK-Axis

Improved caste-Bhagyashree, Dhanashree, Phule Raja, Pusa Gaurav, Rajashree, Roma, 1057 (SYNGENTA)"
TOMATO CULTIVATION,"Crop name - Tomatoes (Kharif-June - July and Rabbi-Sept-Oct-Mar and Summer-Dec-Jan)

Seed ratio (kg / ha) - 400 gm and 125 gm (hybrid) (seedlings - 30-45 days)

Spacing of difference (cm) - 75 * 90, 30 * 40 and 90 * 30

Duration of the crop (days) 160-180

Hectare yield (quintals) 250-400 (30-40 tonnes), hybrid-500-700 (55-60 tonnes)

Tomato-Jati-Pusa Ruby, Pusa Gaurav, Pusa Shital, Arka Gaurav, Roma, Rupali, Vaishali, Bhagyashree, JKT-811 JK-Axis

Improved caste-Bhagyashree, Dhanashree, Phule Raja, Pusa Gaurav, Rajashree, Roma, 1057 (SYNGENTA)"
ASKED ABOUT MARKET RATE OF ONION?,MARKET RATE OF ONION -MIN- 500	 MAX-1600   AVERAGE-1000 RS/QUINTAL
ASKED ABOUT MARKET RATE OF ONION?,MARKET RATE OF ONION -MIN- 500	 MAX-1600   AVERAGE-1000 RS/QUINTAL
ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION OF SATARA -400-1800 RS/QUINTAL
ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION OF SATARA -400-1800 RS/QUINTAL
asked about attack white grub on ginger?,ttack white grub on ginger: Humnasur 6 kg/acre(Patil Biotech)
Attack of White Grub ?,Attack of White Grub:-Use Fertera 4 kg /acre
FARMER ASKED ABOUT MARKET RATE OF COTTON ?,MARKET RATE OF cotton- 5500 - 5700 RS/QTL
Flower Drop?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER
Attack of Fruit Borer on Brinjal ?,Control of Fruit Borer on Brinjal - Spray fame  5ml / 15 Lit of Water. (Flubendiamide 480 SC )- Byer Crop Science
REDDNINg OF COTTON ?,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE
ASKED ABOUT FUNGAL ATTACK ON COTTON?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
Attack of Fruit Borer ?,SPRAY SOLOMAN 10 ML/15 LITER WATER
VARIETIES OF Indian squash (TINDA) ?,VARIETIES OF TINDA -CHITRA-BSS-695 ARKA TINDA
asked about attack of wilt of ginger crop?,bluecopper 400 gram +humic acid 300 ml throgh drip .
ASKED ABOUT MARKET RATE OF COTTON ?,MARKET RATE OF COTTON = KINWAT	5450 - 5650  RS/QTL
attack of nematode on ginger?,nematode control  -you can drenching nemazol 1 liter / acre
ATTACK OF LEAF EATING CATERPILLAR ? ???? ?????? / ?????????? ??? ????????,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta
BLIGHT ATTACK  ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION = AURANGABAD 500 - 1700 RS/QTL
ASKED ABOUT MARKET RATE OF ONION  ?,MARKET RATE OF ONION = AURANGABAD	500 - 1700  RS/QTL..
ASKED ABOUT MARKET RATE OF ONION  ?,LASALGAON MARKET RATE OF ONION  -301-1401 RS/QUINTAL
FARMER ASKED ABOUT MARKET RATE OF COTTON ?,NANDURBAR COTTON MARKET RATE OF -5811 RS/QTL
WILT ATTACK OF TURMERIC ?,Spray Blue copper -30 gm/15 lit water.(COPPER OXYCHLORIDE 50% WP)  SYNGENTA
FERTILIZER SPRAY ON ONION ?,FERTILIZER SPRAY ON ONION-SPRAY 00 52 34-75 GM /15 Lit of Water.
asked about feryilizer dose in onion ?,feryilizer dose in onion  -SPRAY 12 61 00  60 GM + MICROLLA  30 ML /15 LITERS OF WATER
GROWTH of chilli?,00:52:34 60 GM + MICROLA 30 ML /15 LITER WATER
asked about fertilizer dose on sugarcane ?,apply potash 1 kg / acre
ASKING ABOUT FERTILIZER SPRAY ON BRINJAL ?,FERTILIZER SPRAY ON BRINJAL - SPRAY 12 61 00 60 GM + MICROLLA  30 ML /15 LITERS OF WATER
Bollworms in cotton?,"Guru (UPL) .  Alpha-Cypermethrin 10%, 200-300 ml/acre"
FARMER ASKED ABOUT MARKET RATE OF onion ?,MARKET RATE OF ONION -AURANGABAD	400-1800	 RS/QTL	…
FARMER ASKED ABOUT MARKET RATE OF MAIZE?,MARKET RATE OF MAIZE-AURANGABAD=1100-1275RS/QTL	…
ATTACK OF PINK BOLLWORM ON COTTON ?,PINK BOLLWORM ON COTTON Spray Quinolphos 30 ml / 15 liter water
"ASKING ABOUT ATTACK OF THRIPS , APHIDS , JASSIDS on onion ?","ATTACK OF THRIPS , APHIDS , JASSIDS on onion - Spray super confidor 04 ml /15 liter of water(Imida 17.8 sl)-Bayer"
FERTILIZER SPRAY ON ONION ?,SPRAY 00 52 34 60 GM /15 Lit of Water.
ASKED ABOUT MARKET RATE OF onion ?,MARKET RATE OF onion  -300-1751  RS/QUINTAL
REDDNING OF COTTON ?,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 -75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE
asked about weed management for gram ?,weed management for gram  - pre emergence herbicide for gram is pendimethaline
ASKING ABOUT CONTROLL OF BLIGHT ATTACK ?,Spray m-45 25 gm /15 liter water.(Mancozeb)
asked about attack thrips on chilli?,attack thrips on chilli: SPRAY ADMIRE 5 GM /15 liter water BAYER CROP SCIENCE
BLANK CALL,BLANK CALL
BLIGHT ATTACK ? ????  ???,SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA
BLIGHT ATTACK OF GINGER ?,Spray Bavistine 30gm+MICROLLA -30 ML /15lit of Water.
FARMER ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION- 430-1500 RS/QTL
asked about market rate of onion ?,YEOLA	UNHALI	QUINTAL	lower 300	hogher v1697	modal 1200
VARIETIES OF POMEGRANATE?,"Jyothi, Ganesh, Co 1, YCD 1, Araktha, Rudhra, Ruby and Mirudhula are the commercially cultivated pomegranate varieties."
ASKED ABOUT Flower Drop OF COTTON ?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER
FARMER ASKED ABOUT MARKET RATE OF ONION?,MARKET RATE OF ONION -LASALGAON-	430	1500	  RS/QTL
fungal attack on banana?,fungal attack -drenching blue copper  2 gm / liter of water
FARMER ASKED ABOUT MARKET RATE OF cotton  ?,MARKET RATE OF cotton -1300 RS/QTL
Attack of Aphids on cotton,Spray Actra 5 gm + bavistin 30 gm/15 Liter of Water (Thiomithoxom 25%)-Syngenta
Attack of Aphids on cotton,Spray Actra 5 gm + bavistin 30 gm/15 Liter of Water (Thiomithoxom 25%)-Syngenta
ASKED ABOUT ATTACK OF BLIGHT ON ONION ?,ATTACK OF BLIGHT ON ONION : SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
ASKED ABOUT ATTACK OF BLIGHT ON ONION ?,ATTACK OF BLIGHT ON ONION : SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
MARKET RATE?,ALHE NAGAPUR MARKET 2000 TO 4000 RS/QUNTAL
MARKET RATE?,ALHE NAGAPUR MARKET 2000 TO 4000 RS/QUNTAL
ASKED ABOUT ATTACK CATERPILLAR ON CAULIFLOWER?,ATTACK CATERPILLAR ON CAULIFLOWER: Spray Chloropyriphos 30 ml/15 Lit of Water.
ASKED ABOUT ATTACK CATERPILLAR ON CAULIFLOWER?,ATTACK CATERPILLAR ON CAULIFLOWER: Spray Chloropyriphos 30 ml/15 Lit of Water.
ATTACK OF SUCKING PEST ON TUR ?,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA
ATTACK OF SUCKING PEST ON TUR ?,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA
VARIETIES OF GUAVA ?,"VARIETIES OF GUAVA = SARDHAR , ALAHABAD SAFED ,LALIT , SWETA"
VARIETIES OF GUAVA ?,"VARIETIES OF GUAVA = SARDHAR , ALAHABAD SAFED ,LALIT , SWETA"
VARIETIES OF TOMATO ?,VARIETIES OF TOMATO -PUSA RUBI PUSA SHITAL ARKA GAURAV ROMA RUPALI  BHAGYASHREE JKTH-811 JK -AKSHAY KRISHNA AVINASH-2 AVISHKAR Ananya
VARIETIES OF TOMATO ?,VARIETIES OF TOMATO -PUSA RUBI PUSA SHITAL ARKA GAURAV ROMA RUPALI  BHAGYASHREE JKTH-811 JK -AKSHAY KRISHNA AVINASH-2 AVISHKAR Ananya
VARIETIES OF MAIZE ?,"VARIETIES OF MAIZE -P3546 P3396 ,P3533 P3522, NK-6240, MANJARI ,KARVIR VIVEK- SANKUL ,PANCHGANGA,NK-30"
VARIETIES OF MAIZE ?,"VARIETIES OF MAIZE -P3546 P3396 ,P3533 P3522, NK-6240, MANJARI ,KARVIR VIVEK- SANKUL ,PANCHGANGA,NK-30"
Attack of White Grub ?,DRENCHING OF HAMALA 550 40 ML/15 LITERS OF WATER
Attack of White Grub ?,DRENCHING OF HAMALA 550 40 ML/15 LITERS OF WATER
asked about white flies on mango ?,Spray Rogar 15ml/15 Liter of Water (Dimethoate)-Cheminova
asked about white flies on mango ?,Spray Rogar 15ml/15 Liter of Water (Dimethoate)-Cheminova
Asking About Market Rate?,"Market Rate -Asking About Market Rate?

Market Rate - rupees/qt.

???? ????? ??? -??/???????





MARKET RATEAsking About Market Rate?

Market Rate - rupees/qt.

???? ????? ??? -??/???????





MARKET RATE  2580 -2900 rupees/qt."
